,composerName,season,living
17270,"Corelli,  Arcangelo",1927-28,N
17271,"Bartok [Bartók],  Béla",1927-28,Y
17272,"Indy,  Vincent  d'",1927-28,Y
17273,"Schelling,  Ernest",1927-28,Y
17274,"Low,  Leo",1927-28,Y
17275,"Low,  Leo",1927-28,Y
17276,"Bensman,  M.",1927-28,
17277,"Yasinowski,  P.",1927-28,
17278,"Schaeffer,  J.",1927-28,
17279,"Low,  Leo",1927-28,Y
17280,"Rubinstein,  Anton",1927-28,N
17281,"Dubensky,  Arkady",1927-28,
17282,"Mozart,  Wolfgang  Amadeus",1927-28,N
17283,"Reger,  Max",1927-28,N
17284,"Ehrenberg,  Carl  Emil Theodor",1927-28,Y
17285,"Berlioz,  Hector",1927-28,N
17286,"Weber,  Carl  Maria Von",1927-28,N
17287,"Tchaikovsky,  Pyotr  Ilyich",1927-28,N
17288,"Wagner,  Richard",1927-28,N
17289,"Strauss,  Richard",1927-28,Y
17290,"Weber,  Carl  Maria Von",1927-28,N
17291,"Mendelssohn,  Felix",1927-28,N
17292,"Strauss,  Richard",1927-28,Y
17293,"Handel,  George  Frideric",1927-28,N
17294,"Gruber,  Franz  Xaver",1927-28,N
17295,"Nanino,  Giovanni  Maria",1927-28,N
17296,"Traditional,",1927-28,Y
17297,"Franck,  César",1927-28,N
17298,"Darcieux,  Francisque",1927-28,
17299,"Traditional,",1927-28,Y
17300,"Ebeling,  Johann  Georg",1927-28,N
17301,"Traditional,",1927-28,Y
17302,"Tchaikovsky,  Pyotr  Ilyich",1927-28,N
17303,"Dubensky,  Arkady",1927-28,
17304,"Mozart,  Wolfgang  Amadeus",1927-28,N
17305,"Reger,  Max",1927-28,N
17306,"Ehrenberg,  Carl  Emil Theodor",1927-28,Y
17307,"Beethoven,  Ludwig  van",1927-28,N
17308,"Weber,  Carl  Maria Von",1927-28,N
17309,"Tchaikovsky,  Pyotr  Ilyich",1927-28,N
17310,"Franck,  César",1927-28,N
17311,"Weber,  Carl  Maria Von",1927-28,N
17312,"Stravinsky,  Igor",1927-28,Y
17313,"Debussy,  Claude",1927-28,N
17314,"Franck,  César",1927-28,N
17315,"Weber,  Carl  Maria Von",1927-28,N
17316,"Stravinsky,  Igor",1927-28,Y
17317,"Debussy,  Claude",1927-28,N
17318,"Franck,  César",1927-28,N
17319,"Weber,  Carl  Maria Von",1927-28,N
17320,"Stravinsky,  Igor",1927-28,Y
17321,"Debussy,  Claude",1927-28,N
17322,"Franck,  César",1927-28,N
17323,"Smetana,  Bedrich",1927-28,N
17324,"Stravinsky,  Igor",1927-28,Y
17325,"Liszt,  Franz",1927-28,N
17326,"Tchaikovsky,  Pyotr  Ilyich",1927-28,N
17327,"Weber,  Carl  Maria Von",1927-28,N
17328,"Stravinsky,  Igor",1927-28,Y
17329,"Ravel,  Maurice",1927-28,Y
17330,"Franck,  César",1927-28,N
17331,"Strauss,  Johann, II",1927-28,
17332,"Strauss,  Johann, II",1927-28,
17333,"Strauss,  Johann, II",1927-28,
17334,"Strauss,  Johann, II",1927-28,
17335,"Strauss,  Richard",1927-28,Y
17336,"Strauss,  Richard",1927-28,Y
17337,"Smetana,  Bedrich",1927-28,N
17338,"Haydn,  Franz  Joseph",1927-28,N
17339,"Indy,  Vincent  d'",1927-28,Y
17340,"Debussy,  Claude",1927-28,N
17341,"Schubert,  Franz",1927-28,N
17342,"Tchaikovsky,  Pyotr  Ilyich",1927-28,N
17343,"Bach,  Johann  Sebastian",1927-28,N
17344,"Bach,  Johann  Sebastian",1927-28,N
17345,"Strauss,  Johann, II",1927-28,
17346,"Weber,  Carl  Maria Von",1927-28,N
17347,"Stravinsky,  Igor",1927-28,Y
17348,"Ravel,  Maurice",1927-28,Y
17349,"Strauss,  Richard",1927-28,Y
17350,"Elgar,  Sir  Edward",1927-28,Y
17351,"Whithorne,  Emerson",1927-28,Y
17352,"Brahms,  Johannes",1927-28,N
17353,"Handel,  George  Frideric",1927-28,N
17354,"Handel,  George  Frideric",1927-28,N
17355,"Handel,  George  Frideric",1927-28,N
17356,"Delius,  Frederick",1927-28,Y
17357,"Tchaikovsky,  Pyotr  Ilyich",1927-28,N
17358,"Mozart,  Wolfgang  Amadeus",1927-28,N
17359,"Berlioz,  Hector",1927-28,N
17360,"Wagner,  Richard",1927-28,N
17361,"Handel,  George  Frideric",1927-28,N
17362,"Handel,  George  Frideric",1927-28,N
17363,"Handel,  George  Frideric",1927-28,N
17364,"Delius,  Frederick",1927-28,Y
17365,"Mozart,  Wolfgang  Amadeus",1927-28,N
17366,"Wagner,  Richard",1927-28,N
17367,"Paisiello,  Giovanni",1927-28,N
17368,"Berlioz,  Hector",1927-28,N
17369,"Delius,  Frederick",1927-28,Y
17370,"Borodin,  Alexander",1927-28,N
17371,"Debussy,  Claude",1927-28,N
17372,"Schumann,  Robert",1927-28,N
17373,"Rachmaninoff,  Sergei",1927-28,Y
17374,"Mozart,  Wolfgang  Amadeus",1927-28,N
17375,"Delius,  Frederick",1927-28,Y
17376,"Paisiello,  Giovanni",1927-28,N
17377,"Delius,  Frederick",1927-28,Y
17378,"Gretry [Grétry],  Andre [André]  Ernest Modeste",1927-28,
17379,"Tchaikovsky,  Pyotr  Ilyich",1927-28,N
17380,"Corelli,  Arcangelo",1927-28,N
17381,"Beethoven,  Ludwig  van",1927-28,N
17382,"Musorgsky,  Modest",1927-28,N
17383,"Debussy,  Claude",1927-28,N
17384,"Casella,  Alfredo",1927-28,Y
17385,"Wagner,  Richard",1927-28,N
17386,"Beethoven,  Ludwig  van",1927-28,N
17387,"Geminiani,  Francesco",1927-28,N
17388,"Martucci,  Giuseppe",1927-28,N
17389,"Debussy,  Claude",1927-28,N
17390,"Rossini,  Gioachino",1927-28,N
17391,"Haydn,  Franz  Joseph",1927-28,N
17392,"Scriabin,  Alexander",1927-28,N
17393,"Debussy,  Claude",1927-28,N
17394,"Brahms,  Johannes",1927-28,N
17395,"Mozart,  Wolfgang  Amadeus",1927-28,N
17396,"Handel,  George  Frideric",1927-28,N
17397,"Corelli,  Arcangelo",1927-28,N
17398,"Tchaikovsky,  Pyotr  Ilyich",1927-28,N
17399,"Rimsky-Korsakov,  Nikolai",1927-28,N
17400,"Traditional,",1927-28,Y
17401,"Rossini,  Gioachino",1927-28,N
17402,"Schubert,  Franz",1927-28,N
17403,"Liszt,  Franz",1927-28,N
17404,"Tchaikovsky,  Pyotr  Ilyich",1927-28,N
17405,"Rossini,  Gioachino",1927-28,N
17406,"Beethoven,  Ludwig  van",1927-28,N
17407,"Corelli,  Arcangelo",1927-28,N
17408,"Martucci,  Giuseppe",1927-28,N
17409,"Debussy,  Claude",1927-28,N
17410,"Verdi,  Giuseppe",1927-28,N
17411,"Wagner,  Richard",1927-28,N
17412,"Sinigaglia,  Leone",1927-28,Y
17413,"Brahms,  Johannes",1927-28,N
17414,"Honegger,  Arthur",1927-28,Y
17415,"Honegger,  Arthur",1927-28,Y
17416,"Elgar,  Sir  Edward",1927-28,Y
17417,"Mozart,  Wolfgang  Amadeus",1927-28,N
17418,"Beethoven,  Ludwig  van",1927-28,N
17419,"Honegger,  Arthur",1927-28,Y
17420,"Honegger,  Arthur",1927-28,Y
17421,"Respighi,  Ottorino",1927-28,Y
17422,"Mendelssohn,  Felix",1927-28,N
17423,"Musorgsky,  Modest",1927-28,N
17424,"Musorgsky,  Modest",1927-28,N
17425,"Schumann,  Robert",1927-28,N
17426,"Rimsky-Korsakov,  Nikolai",1927-28,N
17427,"Phile,  Philip",1927-28,N
17428,"Ippolitov-Ivanov,  Mikhail",1927-28,Y
17429,"Vivaldi,  Antonio",1927-28,N
17430,"Haydn,  Franz  Joseph",1927-28,N
17431,"Berlioz,  Hector",1927-28,N
17432,"Respighi,  Ottorino",1927-28,Y
17433,"Damrosch,  Leopold",1927-28,N
17434,"Damrosch,  Leopold",1927-28,N
17435,"Bach,  Johann  Sebastian",1927-28,N
17436,"Bach,  Johann  Sebastian",1927-28,N
17437,"Schubert,  Franz",1927-28,N
17438,"Beethoven,  Ludwig  van",1927-28,N
17439,"Sinigaglia,  Leone",1927-28,Y
17440,"Berlioz,  Hector",1927-28,N
17441,"Elgar,  Sir  Edward",1927-28,Y
17442,"Brahms,  Johannes",1927-28,N
17443,"Dvorak,  Antonín",1927-28,N
17444,"Bach,  Johann  Sebastian",1927-28,N
17445,"Liszt,  Franz",1927-28,N
17446,"Haydn,  Franz  Joseph",1927-28,N
17447,"Liszt,  Franz",1927-28,N
17448,"Damrosch,  Leopold",1927-28,N
17449,"Holst,  Gustav",1927-28,Y
17450,"Rachmaninoff,  Sergei",1927-28,Y
17451,"Beethoven,  Ludwig  van",1927-28,N
17452,"Sinigaglia,  Leone",1927-28,Y
17453,"Beethoven,  Ludwig  van",1927-28,N
17454,"Wagner,  Richard",1927-28,N
17455,"Wagner,  Richard",1927-28,N
17456,"Wagner,  Richard",1927-28,N
17457,"Wagner,  Richard",1927-28,N
17458,"Mozart,  Wolfgang  Amadeus",1927-28,N
17459,"Beethoven,  Ludwig  van",1927-28,N
17460,"Ravel,  Maurice",1927-28,Y
17461,"Sabata,  Victor  De",1927-28,Y
17462,"Brahms,  Johannes",1927-28,N
17463,"Liszt,  Franz",1927-28,N
17464,"Beethoven,  Ludwig  van",1927-28,N
17465,"Weber,  Carl  Maria Von",1927-28,N
17466,"Beethoven,  Ludwig  van",1927-28,N
17467,"Tchaikovsky,  Pyotr  Ilyich",1927-28,N
17468,"Strauss,  Richard",1927-28,Y
17469,"Saint-Saens [Saint-Saëns],  Camille",1927-28,N
17470,"Foster,  Stephen  Collins",1927-28,N
17471,"Wagner,  Richard",1927-28,N
17472,"Brahms,  Johannes",1927-28,N
17473,"Liszt,  Franz",1927-28,N
17474,"Beethoven,  Ludwig  van",1927-28,N
17475,"Vivaldi,  Antonio",1927-28,N
17476,"Haydn,  Franz  Joseph",1927-28,N
17477,"Ravel,  Maurice",1927-28,Y
17478,"Sabata,  Victor  De",1927-28,Y
17479,"Haydn,  Franz  Joseph",1927-28,N
17480,"Elgar,  Sir  Edward",1927-28,Y
17481,"Honegger,  Arthur",1927-28,Y
17482,"Honegger,  Arthur",1927-28,Y
17483,"Respighi,  Ottorino",1927-28,Y
17484,"Mendelssohn,  Felix",1927-28,N
17485,"Borodin,  Alexander",1927-28,N
17486,"Pizzetti,  Ilderbando",1927-28,
17487,"Debussy,  Claude",1927-28,N
17488,"Wagner,  Richard",1927-28,N
17489,"Brahms,  Johannes",1927-28,N
17490,"Debussy,  Claude",1927-28,N
17491,"Saint-Saens [Saint-Saëns],  Camille",1927-28,N
17492,"Beethoven,  Ludwig  van",1927-28,N
17493,"Saint-Saens [Saint-Saëns],  Camille",1927-28,N
17494,"Haydn,  Franz  Joseph",1927-28,N
17495,"Ravel,  Maurice",1927-28,Y
17496,"Vivaldi,  Antonio",1927-28,N
17497,"Respighi,  Ottorino",1927-28,Y
17498,"Cherubini,  Luigi",1927-28,N
17499,"Saint-Saens [Saint-Saëns],  Camille",1927-28,N
17500,"Wagner,  Richard",1927-28,N
17501,"Wagner,  Richard",1927-28,N
17502,"Wagner,  Richard",1927-28,N
17503,"Wagner,  Richard",1927-28,N
17504,"Rossini,  Gioachino",1927-28,N
17505,"Beethoven,  Ludwig  van",1927-28,N
17506,"Falla,  Manuel  de",1927-28,Y
17507,"Wagner,  Richard",1927-28,N
17508,"Weber,  Carl  Maria Von",1927-28,N
17509,"Borodin,  Alexander",1927-28,N
17510,"Tchaikovsky,  Pyotr  Ilyich",1927-28,N
17511,"Rachmaninoff,  Sergei",1927-28,Y
17512,"Musorgsky,  Modest",1927-28,N
17513,"Stravinsky,  Igor",1927-28,Y
17514,"Wagner,  Richard",1927-28,N
17515,"Schubert,  Franz",1927-28,N
17516,"Schubert,  Franz",1927-28,N
17517,"Schubert,  Franz",1927-28,N
17518,"Chabrier,  Emmanuel",1927-28,N
17519,"Ward,  Samuel  Augustus",1927-28,N
17520,"Tchaikovsky,  Pyotr  Ilyich",1927-28,N
17521,"Rossini,  Gioachino",1927-28,N
17522,"Beethoven,  Ludwig  van",1927-28,N
17523,"Pizzetti,  Ilderbando",1927-28,
17524,"Debussy,  Claude",1927-28,N
17525,"Rimsky-Korsakov,  Nikolai",1927-28,N
17526,"Traditional,",1927-28,Y
17527,"Traditional,",1927-28,Y
17528,"Traditional,",1927-28,Y
17529,"Traditional,",1927-28,Y
17530,"Tchaikovsky,  Pyotr  Ilyich",1927-28,N
17531,"Sokolov,  Nikolai  Alexandrovich",1927-28,
17532,"Cui,  Cesar [César]",1927-28,N
17533,"Cui,  Cesar [César]",1927-28,N
17534,"Tchaikovsky,  Pyotr  Ilyich",1927-28,N
17535,"Borodin,  Alexander",1927-28,N
17536,"Rossini,  Gioachino",1927-28,N
17537,"Beethoven,  Ludwig  van",1927-28,N
17538,"Debussy,  Claude",1927-28,N
17539,"Wagner,  Richard",1927-28,N
17540,"Rossini,  Gioachino",1927-28,N
17541,"Beethoven,  Ludwig  van",1927-28,N
17542,"Debussy,  Claude",1927-28,N
17543,"Wagner,  Richard",1927-28,N
17544,"Rossini,  Gioachino",1927-28,N
17545,"Beethoven,  Ludwig  van",1927-28,N
17546,"Wagner,  Richard",1927-28,N
17547,"Debussy,  Claude",1927-28,N
17548,"Rossini,  Gioachino",1927-28,N
17549,"Beethoven,  Ludwig  van",1927-28,N
17550,"Wagner,  Richard",1927-28,N
17551,"Debussy,  Claude",1927-28,N
17552,"Ravel,  Maurice",1927-28,Y
17553,"Debussy,  Claude",1927-28,N
17554,"Ravel,  Maurice",1927-28,Y
17555,"Ravel,  Maurice",1927-28,Y
17556,"Ravel,  Maurice",1927-28,Y
17557,"Rossini,  Gioachino",1927-28,N
17558,"Beethoven,  Ludwig  van",1927-28,N
17559,"Pizzetti,  Ilderbando",1927-28,
17560,"Debussy,  Claude",1927-28,N
17561,"Haydn,  Franz  Joseph",1927-28,N
17562,"Ravel,  Maurice",1927-28,Y
17563,"Sabata,  Victor  De",1927-28,Y
17564,"Wagner,  Richard",1927-28,N
17565,"Rossini,  Gioachino",1927-28,N
17566,"Beethoven,  Ludwig  van",1927-28,N
17567,"Ravel,  Maurice",1927-28,Y
17568,"Wagner,  Richard",1927-28,N
17569,"Scarlatti,  Domenico",1927-28,N
17570,"Saint-Saens [Saint-Saëns],  Camille",1927-28,N
17571,"Busoni,  Ferruccio",1927-28,Y
17572,"Mendelssohn,  Felix",1927-28,N
17573,"Strauss,  Richard",1927-28,Y
17574,"Brahms,  Johannes",1927-28,N
17575,"Stravinsky,  Igor",1927-28,Y
17576,"Ravel,  Maurice",1927-28,Y
17577,"Rossini,  Gioachino",1927-28,N
17578,"Beethoven,  Ludwig  van",1927-28,N
17579,"Busoni,  Ferruccio",1927-28,Y
17580,"Mendelssohn,  Felix",1927-28,N
17581,"Strauss,  Richard",1927-28,Y
17582,"Mozart,  Wolfgang  Amadeus",1927-28,N
17583,"Debussy,  Claude",1927-28,N
17584,"Sowerby,  Leo",1927-28,Y
17585,"Anthem,",1927-28,Y
17586,"Cherubini,  Luigi",1927-28,N
17587,"Martucci,  Giuseppe",1927-28,N
17588,"Vivaldi,  Antonio",1927-28,N
17589,"Wagner,  Richard",1927-28,N
17590,"Strauss,  Richard",1927-28,Y
17591,"Bach,  Johann  Sebastian",1927-28,N
17592,"Halffter,  Ernesto",1927-28,Y
17593,"Albeniz [Albéniz],  Isaac",1927-28,N
17594,"Falla,  Manuel  de",1927-28,Y
17595,"Strauss,  Richard",1927-28,Y
17596,"Scarlatti,  Domenico",1927-28,N
17597,"Saint-Saens [Saint-Saëns],  Camille",1927-28,N
17598,"Vivaldi,  Antonio",1927-28,N
17599,"Wagner,  Richard",1927-28,N
17600,"Strauss,  Richard",1927-28,Y
17601,"Rossini,  Gioachino",1927-28,N
17602,"Beethoven,  Ludwig  van",1927-28,N
17603,"Mendelssohn,  Felix",1927-28,N
17604,"Wagner,  Richard",1927-28,N
17605,"Wagner,  Richard",1927-28,N
17606,"Bach,  Johann  Sebastian",1927-28,N
17607,"Monteverdi,  Claudio",1927-28,N
17608,"Franck,  César",1927-28,N
17609,"Beethoven,  Ludwig  van",1927-28,N
17610,"Haydn,  Franz  Joseph",1927-28,N
17611,"Brahms,  Johannes",1927-28,N
17612,"Espla [Esplá],  Oscar [Óscar]",1927-28,
17613,"Granados,  Enrique",1927-28,N
17614,"Albeniz [Albéniz],  Isaac",1927-28,N
17615,"Ravel,  Maurice",1927-28,Y
17616,"Bach,  Johann  Sebastian",1927-28,N
17617,"Beethoven,  Ludwig  van",1927-28,N
17618,"Wagner,  Richard",1927-28,N
17619,"Wagner,  Richard",1927-28,N
17620,"Wagner,  Richard",1927-28,N
17621,"Haydn,  Franz  Joseph",1927-28,N
17622,"Brahms,  Johannes",1927-28,N
17623,"Granados,  Enrique",1927-28,N
17624,"Albeniz [Albéniz],  Isaac",1927-28,N
17625,"Beethoven,  Ludwig  van",1927-28,N
17626,"Mozart,  Wolfgang  Amadeus",1927-28,N
17627,"Handel,  George  Frideric",1927-28,N
17628,"Corelli,  Arcangelo",1927-28,N
17629,"Tchaikovsky,  Pyotr  Ilyich",1927-28,N
17630,"Rimsky-Korsakov,  Nikolai",1927-28,N
17631,"Traditional,",1927-28,Y
17632,"Berlioz,  Hector",1927-28,N
17633,"Beethoven,  Ludwig  van",1927-28,N
17634,"Mendelssohn,  Felix",1927-28,N
17635,"Musorgsky,  Modest",1927-28,N
17636,"Musorgsky,  Modest",1927-28,N
17637,"Rimsky-Korsakov,  Nikolai",1927-28,N
17638,"Phile,  Philip",1927-28,N
17639,"Smetana,  Bedrich",1927-28,N
17640,"Schubert,  Franz",1927-28,N
17641,"Bach,  Johann  Sebastian",1927-28,N
17642,"Bizet,  Georges",1927-28,N
17643,"Delibes,  Léo",1927-28,N
17644,"Saint-Saens [Saint-Saëns],  Camille",1927-28,N
17645,"Becket,  Thomas  A.",1927-28,
17646,"Rossini,  Gioachino",1927-28,N
17647,"Weber,  Carl  Maria Von",1927-28,N
17648,"Beethoven,  Ludwig  van",1927-28,N
17649,"Saint-Saens [Saint-Saëns],  Camille",1927-28,N
17650,"Foster,  Stephen  Collins",1927-28,N
17651,"Wagner,  Richard",1927-28,N
17652,"Mozart,  Wolfgang  Amadeus",1927-28,N
17653,"Haydn,  Franz  Joseph",1927-28,N
17654,"Mendelssohn,  Felix",1927-28,N
17655,"Beethoven,  Ludwig  van",1927-28,N
17656,"Beethoven,  Ludwig  van",1927-28,N
17657,"Musorgsky,  Modest",1927-28,N
17658,"Steffe,  William",1927-28,N
17659,"Ippolitov-Ivanov,  Mikhail",1927-28,Y
17660,"Schubert,  Franz",1927-28,N
17661,"Schubert,  Franz",1927-28,N
17662,"Strauss,  Johann, II",1927-28,
17663,"Sowerby,  Leo",1927-28,Y
17664,"Ward,  Samuel  Augustus",1927-28,N
17665,"Tchaikovsky,  Pyotr  Ilyich",1927-28,N
17666,"Weber,  Carl  Maria Von",1927-28,N
17667,"Schubert,  Franz",1927-28,N
17668,"Brahms,  Johannes",1927-28,N
17669,"MacDowell,  Edward  A.",1927-28,N
17670,"MacDowell,  Edward  A.",1927-28,N
17671,"Foster,  Stephen  Collins",1927-28,N
17672,"Wagner,  Richard",1927-28,N
17673,"Beethoven,  Ludwig  van",1927-28,N
17674,"Tchaikovsky,  Pyotr  Ilyich",1927-28,N
17675,"Strauss,  Johann, II",1927-28,
17676,"Anthem,",1927-28,Y
17677,"Herbert,  Victor",1927-28,Y
17678,"Wagner,  Richard",1927-28,N
17679,"Strauss,  Richard",1927-28,Y
17680,"Carpenter,  John  Alden",1927-28,Y
17681,"Tchaikovsky,  Pyotr  Ilyich",1927-28,N
17682,"Mozart,  Wolfgang  Amadeus",1927-28,N
17683,"Brahms,  Johannes",1927-28,N
17684,"Wagner,  Richard",1927-28,N
17685,"Wagner,  Richard",1927-28,N
17686,"Wagner,  Richard",1927-28,N
17687,"Wagner,  Richard",1927-28,N
17688,"Glinka,  Mikhail",1927-28,N
17689,"Debussy,  Claude",1927-28,N
17690,"Strauss,  Johann, II",1927-28,
17691,"Rimsky-Korsakov,  Nikolai",1927-28,N
17692,"Dvorak,  Antonín",1927-28,N
17693,"Unspecified,",1927-28,
17694,"Weber,  Carl  Maria Von",1927-28,N
17695,"Mendelssohn,  Felix",1927-28,N
17696,"Strauss,  Richard",1927-28,Y
17697,"Beethoven,  Ludwig  van",1927-28,N
17698,"Tchaikovsky,  Pyotr  Ilyich",1927-28,N
17699,"Rimsky-Korsakov,  Nikolai",1927-28,N
17700,"Stravinsky,  Igor",1927-28,Y
17701,"Borodin,  Alexander",1927-28,N
17702,"Brahms,  Johannes",1927-28,N
17703,"Weber,  Carl  Maria Von",1927-28,N
17704,"Strauss,  Johann, II",1927-28,
17705,"Tchaikovsky,  Pyotr  Ilyich",1927-28,N
17706,"Berlioz,  Hector",1927-28,N
17707,"Kodaly [Kodály],  Zoltán",1927-28,Y
17708,"Musorgsky,  Modest",1927-28,N
17709,"Franck,  César",1927-28,N
17710,"Beethoven,  Ludwig  van",1927-28,N
17711,"Wagner,  Richard",1927-28,N
17712,"Wagner,  Richard",1927-28,N
17713,"Wagner,  Richard",1927-28,N
17714,"Wagner,  Richard",1927-28,N
17715,"Smetana,  Bedrich",1927-28,N
17716,"Debussy,  Claude",1927-28,N
17717,"Liszt,  Franz",1927-28,N
17718,"Brahms,  Johannes",1927-28,N
17719,"Gluck,  Christoph  Willibald",1927-28,N
17720,"Mendelssohn,  Felix",1927-28,N
17721,"Rossini,  Gioachino",1927-28,N
17722,"Rimsky-Korsakov,  Nikolai",1927-28,N
17723,"Langley,  Allan  Lincoln",1927-28,
17724,"Ippolitov-Ivanov,  Mikhail",1927-28,Y
17725,"Brahms,  Johannes",1927-28,N
17726,"Mozart,  Wolfgang  Amadeus",1927-28,N
17727,"Bach,  Johann  Sebastian",1927-28,N
17728,"Charpentier,  Gustave",1927-28,Y
17729,"Wagner,  Richard",1927-28,N
17730,"Wagner,  Richard",1927-28,N
17731,"Rossini,  Gioachino",1927-28,N
17732,"Vivaldi,  Antonio",1927-28,N
17733,"Verdi,  Giuseppe",1927-28,N
17734,"Casella,  Alfredo",1927-28,Y
17735,"Respighi,  Ottorino",1927-28,Y
17736,"Beethoven,  Ludwig  van",1927-28,N
17737,"Beethoven,  Ludwig  van",1927-28,N
17738,"Strauss,  Richard",1927-28,Y
17739,"Strauss,  Richard",1927-28,Y
17740,"Strauss,  Richard",1927-28,Y
17741,"Strauss,  Richard",1927-28,Y
17742,"Bruckner,  Anton",1927-28,N
17743,"Wagner,  Richard",1927-28,N
17744,"Grieg,  Edvard",1927-28,N
17745,"Tchaikovsky,  Pyotr  Ilyich",1927-28,N
17746,"Mendelssohn,  Felix",1927-28,N
17747,"Taylor,  Deems",1927-28,Y
17748,"Rubinstein,  Anton",1927-28,N
17749,"Tchaikovsky,  Pyotr  Ilyich",1927-28,N
17750,"Liszt,  Franz",1927-28,N
17751,"Schubert,  Franz",1927-28,N
17752,"Rachmaninoff,  Sergei",1927-28,Y
17753,"Wagner,  Richard",1927-28,N
17754,"Haydn,  Franz  Joseph",1927-28,N
17755,"Liszt,  Franz",1927-28,N
17756,"Weber,  Carl  Maria Von",1927-28,N
17757,"Dukas,  Paul",1927-28,Y
17758,"Traditional,",1927-28,Y
17759,"Willis,  Wallis",1927-28,N
17760,"Traditional,",1927-28,Y
17761,"Traditional,",1927-28,Y
17762,"Willis,  Wallis",1927-28,N
17763,"Traditional,",1927-28,Y
17764,"Traditional,",1927-28,Y
17765,"Traditional,",1927-28,Y
17766,"Rimsky-Korsakov,  Nikolai",1927-28,N
17767,"Tchaikovsky,  Pyotr  Ilyich",1927-28,N
17768,"Tchaikovsky,  Pyotr  Ilyich",1927-28,N
17769,"Schelling,  Ernest",1927-28,Y
17770,"Beethoven,  Ludwig  van",1927-28,N
17771,"Brahms,  Johannes",1927-28,N
17772,"Brahms,  Johannes",1927-28,N
17773,"Prokofiev,  Sergei",1927-28,Y
17774,"Respighi,  Ottorino",1927-28,Y
17775,"Liszt,  Franz",1927-28,N
17776,"Wagner,  Richard",1927-28,N
17777,"Lyadov,  Anatoli",1927-28,
17778,"Mozart,  Wolfgang  Amadeus",1927-28,N
17779,"Franck,  César",1927-28,N
17780,"Elgar,  Sir  Edward",1927-28,Y
17781,"Tchaikovsky,  Pyotr  Ilyich",1927-28,N
17782,"Berlioz,  Hector",1927-28,N
17783,"Schubert,  Franz",1927-28,N
17784,"Grainger,  Percy",1927-28,Y
17785,"Rossini,  Gioachino",1927-28,N
17786,"Rimsky-Korsakov,  Nikolai",1927-28,N
17787,"Wagner,  Richard",1927-28,N
17788,"Wagner,  Richard",1927-28,N
17789,"Wagner,  Richard",1927-28,N
17790,"Wagner,  Richard",1927-28,N
17791,"Wagner,  Richard",1927-28,N
17792,"Gounod,  Charles",1927-28,N
17793,"Brahms,  Johannes",1927-28,N
17794,"Rimsky-Korsakov,  Nikolai",1927-28,N
17795,"Tchaikovsky,  Pyotr  Ilyich",1927-28,N
17796,"Scriabin,  Alexander",1927-28,N
17797,"Glinka,  Mikhail",1927-28,N
17798,"Beethoven,  Ludwig  van",1927-28,N
17799,"Rimsky-Korsakov,  Nikolai",1927-28,N
17800,"Elgar,  Sir  Edward",1927-28,Y
17801,"Wagner,  Richard",1927-28,N
17802,"Tchaikovsky,  Pyotr  Ilyich",1927-28,N
17803,"Brahms,  Johannes",1927-28,N
17804,"Wagner,  Richard",1927-28,N
17805,"Respighi,  Ottorino",1927-28,Y
17806,"Mendelssohn,  Felix",1927-28,N
17807,"Beethoven,  Ludwig  van",1927-28,N
17808,"Martucci,  Giuseppe",1927-28,N
17809,"Debussy,  Claude",1927-28,N
17810,"Casella,  Alfredo",1927-28,Y
17811,"Wagner,  Richard",1927-28,N
17812,"Smetana,  Bedrich",1927-28,N
17813,"Strauss,  Richard",1927-28,Y
17814,"Corelli,  Arcangelo",1927-28,N
17815,"Beethoven,  Ludwig  van",1927-28,N
17816,"Dvorak,  Antonín",1927-28,N
17817,"Respighi,  Ottorino",1927-28,Y
17818,"Rossini,  Gioachino",1927-28,N
17819,"Vivaldi,  Antonio",1927-28,N
17820,"Haydn,  Franz  Joseph",1927-28,N
17821,"Rabaud,  Henri",1927-28,Y
17822,"Tchaikovsky,  Pyotr  Ilyich",1927-28,N
17823,"Tchaikovsky,  Pyotr  Ilyich",1927-28,N
17824,"Wagner,  Richard",1927-28,N
17825,"Beethoven,  Ludwig  van",1927-28,N
17826,"Mendelssohn,  Felix",1927-28,N
17827,"Dukas,  Paul",1927-28,Y
17828,"Wagner,  Richard",1927-28,N
17829,"Vivaldi,  Antonio",1927-28,N
17830,"Vivaldi,  Antonio",1927-28,N
17831,"Debussy,  Claude",1927-28,N
17832,"Beethoven,  Ludwig  van",1927-28,N
17833,"Schubert,  Franz",1927-28,N
17834,"Schubert,  Franz",1927-28,N
17835,"Schubert,  Franz",1927-28,N
17836,"Schubert,  Franz",1927-28,N
17837,"Schubert,  Franz",1927-28,N
17838,"Corelli,  Arcangelo",1927-28,N
17839,"Respighi,  Ottorino",1927-28,Y
17840,"Strauss,  Richard",1927-28,Y
17841,"Mendelssohn,  Felix",1927-28,N
17842,"Musorgsky,  Modest",1927-28,N
17843,"Saint-Saens [Saint-Saëns],  Camille",1927-28,N
17844,"Wagner,  Richard",1927-28,N
17845,"Cimarosa,  Domenico",1927-28,N
17846,"Wagner,  Richard",1927-28,N
17847,"Strauss,  Richard",1927-28,Y
17848,"Beethoven,  Ludwig  van",1927-28,N
17849,"Mozart,  Wolfgang  Amadeus",1927-28,N
17850,"Berlioz,  Hector",1927-28,N
17851,"Tchaikovsky,  Pyotr  Ilyich",1927-28,N
